identifier,iptm+ptm,seq_len,average_pLDDT,interface_pLDDT,dG_cross,dSASA_int,hbonds_int,nres_int,sc_value,peptide_interface_pLLDT,receptor_interface_pLLDT
ccr4_human___1152,0.5614386015504961,388,76.5647422680412,71.21159420289851,,,,,,77.2408,55.345263157894735
ccr1_human___644,0.6169351078731157,364,77.86799450549451,75.83505617977526,,,,,,80.48374999999999,34.513333333333335
ccr8_human___821,0.7661117565747968,432,78.75333333333332,76.47691176470586,,,,,,77.7296590909091,74.18020833333334
galr1_human___11417,0.8215490575580523,363,78.13727272727274,77.42215384615385,,,,,,79.30882352941178,70.54928571428572
cml2_human___687,0.4604707248509149,392,73.19971938775514,60.852913385826795,,,,,,72.1836559139785,29.859999999999992
npy1r_human___3700,0.2220365368745475,599,60.59347245409021,59.49914062499996,,,,,,60.280317460317455,58.742000000000004
acthr_human___1790,0.41571764310561954,333,71.12120120120123,58.73903846153844,,,,,,68.06808219178082,36.77064516129033
cxcr1_human___3645,0.7128077842448417,437,77.19796338672766,76.66765714285717,,,,,,75.40675675675676,78.85453124999998
oprm_human___1643,0.44170590362575834,431,65.37793503480275,70.81601941747573,,,,,,79.2379012345679,39.808181818181815
glr_human___1140,0.8491375423486198,510,75.73741176470587,84.08063380281693,,,,,,84.82018348623855,81.6378787878788
gpr75_human___3548,0.49571721532512125,859,64.15726426076833,62.33993827160498,,,,,,50.08604651162793,76.20618421052633
fzd1_human___989,0.5754392783892723,668,72.5945958083832,66.52839285714283,,,,,,75.71243243243242,48.643684210526295
xcr1_human___687,0.43480040818869653,370,71.75848648648653,59.63173913043479,,,,,,69.4059090909091,34.82038461538462
lgr5_human___1157,0.6918926351976337,916,80.07922319474821,81.25909090909094,,,,,,94.02346153846155,33.848571428571425
ghrhr_human___758,,,,,,,,,,,
npy1r_human___812,0.3300068904427733,457,67.55323851203505,60.69762711864406,,,,,,69.86693333333334,44.704651162790704
glp1r_human___2945,0.29495757998997096,597,69.55867671691789,59.71570469798656,,,,,,56.68951219512194,63.41940298507465
ccr9_human___2257,0.599471401195588,396,75.99398989898994,72.91021739130436,,,,,,75.670625,66.60071428571429
crfr1_human___3647,0.22147841715144462,508,62.600334645669285,46.80122222222225,,,,,,57.660833333333336,34.39023809523809
calrl_human___776,0.2838642879319791,532,65.58368421052631,62.402075471698126,,,,,,68.86820895522388,51.293589743589756
pth1r_human___3643,,,,,,,,,,,
npy5r_human___1681,0.615927187236144,462,64.37132034632037,72.22397959183674,,,,,,78.30851851851853,43.232941176470575
npy5r_human___1871,0.7508304526412579,465,67.767311827957,78.56563636363639,,,,,,81.7398888888889,64.2815
galr1_human___1157,0.618111513727578,358,79.17544943820228,72.39918367346938,,,,,,78.38690476190476,36.472857142857144
galr1_human___1479,0.5976411758767738,357,75.00789915966386,69.36037037037036,,,,,,74.49891304347825,39.81375
ccr10_human___758,0.8204235887182985,430,73.04655813953487,77.14447552447552,,,,,,76.10915789473685,79.19354166666666
glp1r_human___2257,0.7684180610342383,490,72.3574897959184,72.80247706422014,,,,,,74.88841463414629,66.46740740740739
pth2r_human___1867,,,,,,,,,,,
cml2_human___2945,0.6823293580054807,489,80.48701431492847,76.03569343065695,,,,,,75.98626666666665,76.09548387096771
cxcr5_human___3645,0.7499368960365048,459,79.61339869281036,83.10251336898396,,,,,,81.7161475409836,85.70461538461537
ccr6_human___681,0.43530223850563443,411,68.64715328467145,61.38929999999996,,,,,,73.00260869565214,35.54032258064517
ccr1_human___1579,0.5600585835862134,368,77.82972752043598,71.86900000000001,,,,,,78.59573529411766,33.75083333333334
par4_human___687,0.43465917918016167,422,70.49348341232226,62.90897727272727,,,,,,75.40822580645161,33.10307692307692
ackr3_human___810,0.48370411679473685,439,74.97676537585421,65.81422413793103,,,,,,66.72958333333332,64.31636363636363
cxcr6_human___1152,0.6958849227408672,370,76.4555945945946,77.88291666666665,,,,,,78.26705882352941,76.95
glr_human___1162,0.5143198469417563,487,70.5670370370371,58.03803571428572,,,,,,64.05808510638298,26.6
cxcr3_human___758,0.7203543681517202,436,73.22947247706419,77.21227272727275,,,,,,78.66123595505616,74.21325581395345
cxcr5_human___771,0.4565356886982336,448,69.90926339285713,66.8261744966443,,,,,,70.59634615384616,58.112888888888875
galr3_human___1623,0.7618650563581608,372,76.85370967741943,79.98228571428574,,,,,,83.40258064516131,53.475
ccr2_human___3645,0.5624773536227908,461,69.22960954446864,72.57647058823531,,,,,,75.48,67.25333333333334
ccr1_human___2089,0.6884682301562657,365,79.58205479452053,74.90830188679243,,,,,,81.25232558139534,47.629000000000005
glp1r_human___3643,0.7826936229580286,490,72.42720408163267,74.36837606837604,,,,,,75.9121111111111,69.22259259259259
pth1r_human___1140,,,,,,,,,,,
ccr8_human___798,0.7031829199347802,424,81.05429245283024,77.31917241379307,,,,,,77.94150537634407,76.20615384615385
pkr2_human___1152,0.45459036435214634,412,73.7758495145631,63.590416666666655,,,,,,70.77452830188679,43.55052631578946
ghrhr_human___1867,,,,,,,,,,,
c5ar1_human___1136,0.4746598002935669,379,78.08277044854873,64.10076923076922,,,,,,72.06160000000001,43.51241379310345
fzd6_human___3646,0.37039942019477745,794,61.31515113350126,58.149736842105256,,,,,,64.9242857142857,45.855185185185185
cxcr2_human___771,0.7540312760639344,436,74.55401376146793,69.9135652173913,,,,,,68.13826086956519,72.57652173913041
fzd6_human___644,0.524790858055908,715,63.82760839160842,68.20836734693879,,,,,,77.48125000000002,26.995555555555555
pth1r_human___1790,,,,,,,,,,,
npy4r_human___1871,0.6007085818430916,395,71.21972151898726,71.91306122448977,,,,,,80.24153846153844,39.432
fzd2_human___817,0.2848628309512085,692,72.33586705202316,59.730909090909094,,,,,,68.89818181818181,50.56363636363636
glp1r_human___1272,0.2350063957574387,560,63.72703571428561,56.424078212290524,,,,,,59.17785714285716,53.09234567901234
lgr5_human___2019,0.6320434727770015,921,79.30296416938114,77.54075,,,,,,92.82233333333333,31.696000000000005
ccr2_human___3570,0.31103731327591394,609,73.90714285714273,69.83282608695653,,,,,,55.37661290322579,81.62605263157893
glp2r_human___1136,0.8672251036054122,582,68.75070446735386,85.36087301587304,,,,,,84.70144329896908,87.56655172413795
fzd1_human___3548,0.6142616636653112,966,76.07394409937888,81.70918918918917,,,,,,84.69333333333333,79.67454545454545
npy1r_human___644,0.611349337398442,393,72.80572519083968,71.71267441860466,,,,,,75.59194805194808,38.52333333333334
par4_human___1579,0.5055606932160147,398,72.44523929471029,75.38961538461538,,,,,,82.15249999999999,38.19375
oprm_human___2945,0.3622657859626972,534,71.35803370786513,72.30855670103094,,,,,,76.4410810810811,59.01260869565217
ox1r_human___3735,0.5388403381556951,443,71.99370203160268,72.21202531645567,,,,,,80.83476190476188,38.260000000000005
pth1r_human___3645,,,,,,,,,,,
cxcr2_human___3645,0.738404011486303,447,77.77038031319913,76.76491525423728,,,,,,74.8367889908257,79.8555882352941
ccr7_human___817,0.5683308625563233,505,70.77807920792081,77.76867647058826,,,,,,78.14288888888892,77.03652173913044
cx3c1_human___644,0.6630630843033474,364,74.05593406593405,76.31148148148147,,,,,,80.83541666666665,40.12
ghrhr_human___613,,,,,,,,,,,
ccr10_human___855,0.28458110602870135,587,53.41226575809195,60.26821052631576,,,,,,69.10339130434778,46.720933333333356
ackr2_human___2174,0.662591023112096,393,72.1625954198473,75.69134328358211,,,,,,80.28741379310348,46.07222222222222
glp2r_human___3643,0.8303762666423138,580,64.92618965517237,82.14090909090915,,,,,,82.05744680851068,82.43148148148146
ccr2_human___2168,0.6203539397481751,383,70.8760313315927,74.87276923076922,,,,,,80.60928571428572,39.178888888888885
calcr_human___1152,,,,,,,,,,,
c3ar_human___758,0.3165766599835512,550,58.436690909090906,58.03442857142855,,,,,,65.2421212121212,51.60594594594595
xcr1_human___646,0.6735430048553919,341,76.11970674486803,78.45267605633802,,,,,,83.26968253968252,40.51875
ackr2_human___681,0.4532503056947643,421,66.16532066508313,65.35673611111113,,,,,,77.24605504587157,28.33
ackr3_human___4358,0.8422138381798173,430,82.1493255813953,81.9833142857143,,,,,,82.3706896551724,81.22169491525425
glp1r_human___1140,0.8276937288879214,496,74.88302419354851,80.39102941176472,,,,,,81.92155339805824,75.61393939393942
glr_human___1152,0.8603273080379644,505,73.85796039603963,82.0452032520325,,,,,,82.68242105263158,79.88321428571426
gipr_human___3542,,,,,,,,,,,
ccr9_human___758,0.6914141213954581,437,72.76622425629294,71.52105633802816,,,,,,72.94978723404256,68.72312499999998
gipr_human___3643,,,,,,,,,,,
cxcr5_human___3700,0.24749842874875297,587,59.097291311754645,57.570245901639346,,,,,,57.76938461538463,57.343157894736855
galr1_human___3548,0.5130541728154598,668,77.4344011976048,71.3029365079365,,,,,,72.4220731707317,69.21727272727273
vipr2_human___1140,,,,,,,,,,,
cxcr6_human___798,0.6921828299326067,411,77.29956204379567,77.30703703703703,,,,,,77.53999999999999,76.82522727272728
npy4r_human___2089,0.5659062713521572,385,71.9932727272727,71.71319444444444,,,,,,77.91532258064517,33.26
ox1r_human___4058,0.4864084613072069,440,70.32220454545454,65.19515624999998,,,,,,73.1296,36.85785714285714
hrh4_human___1272,0.2919246276735995,487,62.59909650924027,54.54428571428571,,,,,,58.543611111111105,49.21185185185186
ccr8_human___754,0.4486047192510818,447,72.28548098434001,64.80899999999998,,,,,,71.91271028037383,52.74396825396825
lgr5_human___3700,0.6522122076688471,1122,75.86562388591808,92.0436363636364,,,,,,96.35385964912282,84.1183870967742
cml1_human___1479,0.6363375733002008,381,74.36346456692911,70.48434210526315,,,,,,74.78882352941176,33.89625
gpr75_human___1152,0.5546664328675276,568,55.63672535211268,68.50878378378377,,,,,,73.02964285714283,54.44388888888888
par4_human___681,0.44343015610545966,422,70.77208530805694,66.57907216494841,,,,,,78.02109589041095,31.776250000000005
galr3_human___1790,0.44235412497452853,404,72.7558415841584,64.09492957746478,,,,,,77.59978723404255,37.64791666666667
npy4r_human___2098,0.5886103806835139,386,72.4664248704663,73.9324,,,,,,80.02234375,38.50000000000001
pkr2_human___1871,0.5225214822902132,404,70.10504950495054,63.270312499999996,,,,,,70.52324675324677,33.87684210526316
fzd1_human___2945,0.31096675882929126,781,71.9121126760564,70.70329670329667,,,,,,78.21233333333333,56.16967741935485
fpr1_human___1152,0.49994364732065044,378,77.00092592592593,71.37411764705882,,,,,,80.2926582278481,40.74086956521739
ackr3_human___1157,0.6425033194977581,371,78.50910569105686,70.6768333333333,,,,,,75.3318867924528,35.431428571428576
ccr4_human___771,0.8231807097141806,436,80.67087155963306,88.48978873239435,,,,,,89.31089999999999,86.53476190476191
cxcr4_human___1099,0.5016083396286021,380,74.60031578947357,75.71471264367815,,,,,,83.84514285714286,42.23647058823529
ccr8_human___3570,0.5943989670737397,590,79.93657627118642,68.45992307692308,,,,,,51.71083333333331,82.81628571428571
ackr4_human___855,0.2518473489318426,575,55.344173913043484,54.77291925465839,,,,,,59.67568181818182,48.862739726027414
c5ar1_human___1579,0.6028018291123897,363,79.91676795580109,80.48186666666668,,,,,,87.12828125000001,41.81181818181818
ccr4_human___1579,0.5625333711364355,373,74.11975806451613,71.89624999999997,,,,,,79.69716666666663,32.891666666666666
fzd1_human___681,0.3807619123566582,684,70.12286549707608,53.29234042553193,,,,,,68.08929824561403,30.497027027027023
ccr7_human___2156,0.6187269191766931,386,70.86510362694301,66.55024390243902,,,,,,72.25909090909092,43.00125
fzd6_human___758,0.3803913693409354,774,60.95264857881137,56.42012195121952,,,,,,62.11772727272727,49.8228947368421
ackr2_human___1157,0.6214844792477409,393,71.00953964194375,71.48766666666666,,,,,,76.00566037735848,37.279999999999994
c3ar_human___5654,0.5884670600315367,495,62.03545454545457,71.56151515151517,,,,,,77.36023255813954,33.200769230769225
ackr4_human___3643,0.46688377694392236,377,70.90708222811675,63.46456140350875,,,,,,67.7660975609756,52.441875
xcr1_human___2270,0.36802202834906617,377,74.35328912466844,63.97399999999999,,,,,,70.6927450980392,45.93947368421053
lgr6_human___4358,0.5119154795113294,1035,71.60274396135267,72.81444444444446,,,,,,84.29870967741935,47.385
calrl_human___681,0.8731951882337612,498,76.40188755020091,88.99194444444447,,,,,,89.66648148148151,86.96833333333333
pkr2_human___1004,0.5902692905400685,405,72.0718518518518,62.906376811594214,,,,,,68.0026,49.49526315789473
ccr3_human___3700,0.25603226778340266,570,66.98577192982448,60.21609271523176,,,,,,62.37295774647887,58.301874999999995
ackr1_human___798,0.8269178880988328,405,79.72098765432102,80.8374100719425,,,,,,81.77389473684212,78.81545454545454
cxcr2_human___921,0.5785658982514623,398,71.39256281407033,71.42599999999999,,,,,,71.30173913043477,71.72684210526317
hrh4_human___758,0.35450568442247155,458,65.35362445414857,58.94666666666667,,,,,,60.2593220338983,57.145581395348835
ccr6_human___687,0.4172023825986537,411,64.69369829683694,55.81833333333332,,,,,,65.96803278688525,34.46896551724138
c5ar2_human___1162,0.6283821342183235,347,79.42895953757225,81.1692405063291,,,,,,86.46471428571425,39.98222222222222
glr_human___1136,0.9025464715428337,506,77.38833992094862,89.11640625,,,,,,88.50171717171719,91.2148275862069
glr_human___3542,0.7475320691433919,519,75.47576107899808,81.28921052631574,,,,,,83.4016814159292,75.16846153846154
cxcr4_human___644,0.6281275613775585,361,75.93119113573408,78.75277777777777,,,,,,84.65079365079364,37.46666666666667
cml1_human___1047,0.5406621413564309,397,71.86186397984885,64.6201282051282,,,,,,72.7201754385965,42.6342857142857
ccr2_human___921,0.8012785111924512,412,75.1444174757282,74.57158536585368,,,,,,73.16065573770494,78.67
glp2r_human___2019,0.5904239540489145,567,63.67620811287473,64.35472222222224,,,,,,70.92362068965517,37.14071428571429
crfr1_human___1152,0.512986937419779,443,72.93647855530482,64.5478571428571,,,,,,70.69585714285711,49.17785714285714
fzd6_human___808,0.3813549041216553,776,62.54835051546383,62.24372881355932,,,,,,69.51205128205127,48.070499999999996
calcr_human___921,,,,,,,,,,,
pkr1_human___1157,0.5690430639656329,402,71.41287499999996,62.96766666666667,,,,,,66.65075471698114,35.08142857142858
pkr1_human___1867,0.8271797286755542,495,78.65418181818168,85.81702479338844,,,,,,85.05257142857143,86.86627450980392
cx3c1_human___798,0.7585489191219574,424,78.47172169811317,83.40765957446813,,,,,,84.36787234042554,81.48723404255318
lgr5_human___3548,0.373933829704068,1226,77.48453507340943,72.55330769230768,,,,,,76.57614457831328,65.44914893617023
ackr2_human___758,0.8718923672225682,452,78.6777654867257,85.48773722627733,,,,,,84.8928260869565,86.70400000000001
